name,chr,strand,start,end
PPP1R3E,chr14,-,23295651,23302859
BCL2L2,chr14,+,23298789,23311751
BCL2L2-PABPN1,chr14,+,23306832,23326175
PABPN1,chr14,+,23321456,23326163
SLC22A17,chr14,-,23346313,23352912
EFS,chr14,-,23356402,23365752
IL25,chr14,+,23372808,23376403
CMTM5,chr14,+,23376772,23379772
MYH6,chr14,-,23381981,23408273
MYH7,chr14,-,23412739,23435660
NGDN,chr14,+,23469688,23509862
ZFHX2,chr14,-,23520856,23556192
THTPA,chr14,+,23555987,23560271
AP1G2,chr14,-,23559564,23568070
JPH4,chr14,-,23568037,23578790
DHRS2,chr14,+,23630114,23645639
DHRS4,chr14,+,23953733,23969279
DHRS4L2,chr14,+,23969873,24006408
CARMIL3,chr14,+,24052008,24069729
CPNE6,chr14,+,24070836,24078100
NRL,chr14,-,24078661,24115010
PCK2,chr14,+,24094052,24110598
DCAF11,chr14,+,24114194,24125242
ENSG00000259371,chr14,+,24120955,24131829
FITM1,chr14,+,24130658,24132849
PSME1,chr14,+,24136162,24138967
EMC9,chr14,-,24138958,24141591
PSME2,chr14,-,24143361,24147570
RNF31,chr14,+,24146682,24160660
ENSG00000259529,chr14,+,24147547,24166452
IRF9,chr14,+,24161264,24166565
REC8,chr14,+,24171852,24180257
IPO4,chr14,-,24180218,24188869
ENSG00000259522,chr14,-,24180394,24190416
TM9SF1,chr14,-,24189148,24195687
ENSG00000254692,chr14,-,24189156,24213473
TSSK4,chr14,+,24205695,24208362
CHMP4A,chr14,-,24209614,24213830
MDP1,chr14,-,24213942,24216070
NEDD8-MDP1,chr14,-,24213954,24232352
NEDD8,chr14,-,24216856,24232367
GMPR2,chr14,+,24232421,24239242
TINF2,chr14,-,24239642,24242674
TGM1,chr14,-,24249113,24264432
RABGGTA,chr14,-,24265537,24271611
DHRS1,chr14,-,24290597,24299780
NOP9,chr14,+,24299849,24309124
CIDEB,chr14,-,24305186,24311430
LTB4R2,chr14,+,24305733,24312053
LTB4R,chr14,+,24311449,24318036
ADCY4,chr14,-,24318348,24335093
RIPK3,chr14,-,24336024,24340022
NFATC4,chr14,+,24365672,24379604
NYNRIN,chr14,+,24399002,24419283
CBLN3,chr14,-,24426544,24430954
KHNYN,chr14,+,24429285,24441843
SDR39U1,chr14,-,24439765,24442905
CMA1,chr14,-,24505352,24508265
CTSG,chr14,-,24573517,24576250
GZMH,chr14,-,24606479,24609699
GZMB,chr14,-,24630953,24634267
STXBP6,chr14,-,24809453,25050147
NOVA1,chr14,-,26443089,26598033
FOXG1,chr14,+,28766786,28770277
PRKD1,chr14,-,29576478,30191898
G2E3,chr14,+,30559157,30620064
SCFD1,chr14,+,30622290,30737694
COCH,chr14,+,30874513,30895065
STRN3,chr14,-,30893798,31026401
AP4S1,chr14,+,31025105,31130996
HECTD1,chr14,-,31100116,31207804
HEATR5A,chr14,-,31291787,31420550
ENSG00000203546,chr14,-,31334311,31457441
DTD2,chr14,-,31446035,31457506
GPR33,chr14,-,31482874,31488039
NUBPL,chr14,+,31489955,31861224
ARHGAP5,chr14,+,32076113,32159728
AKAP6,chr14,+,32329297,32837684
NPAS3,chr14,+,32934395,33820863
EGLN3,chr14,-,33924226,34462774
SPTSSA,chr14,-,34432787,34462240
EAPP,chr14,-,34515937,34539704
SNX6,chr14,-,34561092,34630160
CFL2,chr14,-,34709112,34714823
BAZ1A,chr14,-,34752730,34875647
SRP54,chr14,+,34981956,35029686
FAM177A1,chr14,+,35044906,35113130
PPP2R3C,chr14,-,35085466,35122517
PRORP,chr14,+,35121845,35277622
ENSG00000258790,chr14,+,35122548,35317474
PSMA6,chr14,+,35278632,35317493
NFKBIA,chr14,-,35401512,35404749
INSM2,chr14,+,35534163,35537054
RALGAPA1,chr14,-,35538351,35809304
BRMS1L,chr14,+,35826337,35932325
MBIP,chr14,-,36298563,36320637
ENSG00000257520,chr14,-,36473206,36521149
NKX2-1,chr14,-,36516391,36521149
NKX2-8,chr14,-,36580003,36582614
PAX9,chr14,+,36657567,36679362
SLC25A21,chr14,-,36677920,37172606
MIPOL1,chr14,+,37197893,37579125
FOXA1,chr14,-,37589551,37596059
TTC6,chr14,+,37595628,38041442
SSTR1,chr14,+,38207903,38213067
CLEC14A,chr14,-,38253999,38256093
SEC23A,chr14,-,39031918,39109646
GEMIN2,chr14,+,39114284,39136973
TRAPPC6B,chr14,-,39147810,39170532
PNN,chr14,+,39175182,39183220
MIA2,chr14,+,39230230,39388513
FBXO33,chr14,-,39397683,39432466
LRFN5,chr14,+,41606875,41904549
FSCB,chr14,-,44504148,44507283
C14orf28,chr14,+,44897274,44907257
KLHL28,chr14,-,44924323,45042322
TOGARAM1,chr14,+,44962189,45074431
PRPF39,chr14,+,45084106,45116282
FKBP3,chr14,-,45115598,45135319
FANCM,chr14,+,45135929,45200890
MIS18BP1,chr14,-,45203189,45253540
RPL10L,chr14,-,46651009,46651781
MDGA2,chr14,-,46839628,47675605
RPS29,chr14,-,49570983,49599164
LRR1,chr14,+,49598760,49614672
RPL36AL,chr14,-,49618529,49620626
MGAT2,chr14,+,49620798,49623481
DNAAF2,chr14,-,49625173,49635244
POLE2,chr14,-,49643554,49688422
KLHDC1,chr14,+,49693104,49753150
KLHDC2,chr14,+,49768129,49786385
NEMF,chr14,-,49782082,49852821
ARF6,chr14,+,49893078,49897054
VCPKMT,chr14,-,50108631,50116600
SOS2,chr14,-,50117129,50231578
L2HGDH,chr14,-,50237562,50312229
DMAC2L,chr14,+,50312323,50335558
CDKL1,chr14,-,50326264,50416461
MAP4K5,chr14,-,50418500,50561126
ATL1,chr14,+,50532508,50634017
SAV1,chr14,-,50632057,50668306
NIN,chr14,-,50719762,50831162
PYGL,chr14,-,50857890,50944483
ABHD12B,chr14,+,50872052,50904970
TRIM9,chr14,-,50975261,51096061
TMX1,chr14,+,51240161,51257655
FRMD6,chr14,+,51489099,51730727
GNG2,chr14,+,51826194,51979342
RTRAF,chr14,+,51989513,52010694
NID2,chr14,-,52004808,52069059
PTGDR,chr14,+,52267697,52276724
PTGER2,chr14,+,52314304,52328598
TXNDC16,chr14,-,52430595,52552522
GPR137C,chr14,+,52552835,52637713
ERO1A,chr14,-,52639914,52695900
PSMC6,chr14,+,52707177,52728590
STYX,chr14,+,52730165,52774989
GNPNAT1,chr14,-,52775192,52791668
FERMT2,chr14,-,52857267,52952435
DDHD1,chr14,-,53036744,53153323
BMP4,chr14,-,53949735,53958761
CDKN3,chr14,+,54396848,54420218
CNIH1,chr14,-,54423560,54441391
GMFB,chr14,-,54474483,54489026
CGRRF1,chr14,+,54509811,54539292
SAMD4A,chr14,+,54566116,54793315
GCH1,chr14,-,54842007,54902826
WDHD1,chr14,-,54938948,55027105
SOCS4,chr14,+,55027229,55049489
MAPK1IP1L,chr14,+,55051646,55070194
LGALS3,chr14,+,55124109,55145423
DLGAP5,chr14,-,55148111,55191608
FBXO34,chr14,+,55271343,55370053
ATG14,chr14,-,55366390,55411830
TBPL2,chr14,-,55414209,55456726
KTN1,chr14,+,55559071,55701526
PELI2,chr14,+,56117813,56301524
TMEM260,chr14,+,56488353,56650606
OTX2,chr14,-,56799904,56816693
EXOC5,chr14,-,57200506,57268905
AP5M1,chr14,+,57268923,57298742
NAA30,chr14,+,57390543,57415906
CCDC198,chr14,-,57469299,57493867
SLC35F4,chr14,-,57563919,57982194
ARMH4,chr14,-,57999734,58298139
ACTR10,chr14,+,58200079,58235636
PSMA3,chr14,+,58244842,58272012
ARID4A,chr14,+,58298503,58373887
TOMM20L,chr14,+,58395927,58408702
TIMM9,chr14,-,58408494,58427531
KIAA0586,chr14,+,58427384,58551297
DACT1,chr14,+,58633966,58648321
DAAM1,chr14,+,59188645,59371405
GPR135,chr14,-,59429021,59465380
L3HYPDH,chr14,-,59460362,59484408
JKAMP,chr14,+,59484442,59505410
CCDC175,chr14,-,59504538,59576812
RTN1,chr14,-,59595975,59870776
LRRC9,chr14,+,59919712,60063559
PCNX4,chr14,+,60091910,60169133
DHRS7,chr14,-,60144118,60169856
PPM1A,chr14,+,60245751,60299087
C14orf39,chr14,-,60396468,60515543
SIX6,chr14,+,60509145,60512850
SIX1,chr14,-,60643420,60658259
SIX4,chr14,-,60709538,60724351
MNAT1,chr14,+,60734741,60969965
TRMT5,chr14,-,60971440,60981170
SLC38A6,chr14,+,60981113,61083733
PRKCH,chr14,+,61187558,61550976
TMEM30B,chr14,-,61277369,61281761
ENSG00000258989,chr14,+,61529127,61657964
HIF1A,chr14,+,61695512,61748259
SNAPC1,chr14,+,61762419,61796428
SYT16,chr14,+,61811973,62112550
ENSG00000289503,chr14,+,62075339,62128421
KCNH5,chr14,-,62699463,63102037
RHOJ,chr14,+,63204113,63293508
GPHB5,chr14,-,63312834,63318935
PPP2R5E,chr14,-,63371363,63543377
WDR89,chr14,-,63597038,63641871
SGPP1,chr14,-,63684215,63728065
SYNE2,chr14,+,63761898,64226433
ESR2,chr14,-,64084231,64338112
MTHFD1,chr14,+,64388030,64463457
ZBTB25,chr14,-,64449105,64505213
AKAP5,chr14,+,64465498,64474503
ZBTB1,chr14,+,64503711,64533690
HSPA2,chr14,+,64535904,64546173
PPP1R36,chr14,+,64549919,64589381
PLEKHG3,chr14,+,64704101,64750249
SPTB,chr14,-,64746282,64879907
CHURC1,chr14,+,64914360,64944591
CHURC1-FNTB,chr14,+,64914484,65061803
GPX2,chr14,-,64939151,64942746
RAB15,chr14,-,64945813,64973226
FNTB,chr14,+,64986894,65062652
MAX,chr14,-,65006173,65102695
FUT8,chr14,+,65410591,65744121
CCDC196,chr14,+,66411703,66498677
GPHN,chr14,+,66507406,67181803
FAM71D,chr14,+,67189392,67228550
PALS1,chr14,+,67240712,67336061
ATP6V1D,chr14,-,67294370,67360265
EIF2S1,chr14,+,67360327,67386516
PLEK2,chr14,-,67386983,67412167
TMEM229B,chr14,-,67447083,67533739
PLEKHH1,chr14,+,67533289,67589612
PIGH,chr14,-,67581954,67600286
ARG2,chr14,+,67619919,67651708
VTI1B,chr14,-,67647084,67674820
ENSG00000258466,chr14,-,67659819,67690367
RDH11,chr14,-,67676799,67695793
RDH12,chr14,+,67701885,67734451
ZFYVE26,chr14,-,67727373,67816590
RAD51B,chr14,+,67819778,68730218
ZFP36L1,chr14,-,68787659,68796253
ACTN1,chr14,-,68874127,68979440
DCAF5,chr14,-,69050880,69153150
EXD2,chr14,+,69191497,69244020
GALNT16,chr14,+,69259276,69357033
ERH,chr14,-,69380127,69398299
SLC39A9,chr14,+,69398014,69462390
PLEKHD1,chr14,+,69484691,69531551
CCDC177,chr14,-,69569798,69574871
SUSD6,chr14,+,69611595,69715144
SRSF5,chr14,+,69726899,69772005
SLC10A1,chr14,-,69775415,69797241
SMOC1,chr14,+,69854130,70032366
SLC8A3,chr14,-,70044214,70189070
COX16,chr14,-,70325080,70416984
SYNJ2BP-COX16,chr14,-,70326063,70417074
SYNJ2BP,chr14,-,70366498,70417090
ADAM21,chr14,+,70417106,70460427
ADAM20,chr14,-,70522357,70535015
MED6,chr14,-,70581256,70600690
TTC9,chr14,+,70641915,70675366
MAP3K9,chr14,-,70722525,70809534
PCNX1,chr14,+,70907404,71115382
SIPA1L1,chr14,+,71320448,71741229
RGS6,chr14,+,71932428,72566530
DPF3,chr14,-,72609033,72894101
DCAF4,chr14,+,72926376,72959703
ZFYVE1,chr14,-,72969450,73027131
RBM25,chr14,+,73058531,73123899
PSEN1,chr14,+,73136417,73223691
PAPLN,chr14,+,73237496,73274640
NUMB,chr14,-,73275106,73458617
HEATR4,chr14,-,73478483,73558947
RIOX1,chr14,+,73490932,73493394
ACOT1,chr14,+,73537142,73543796
ACOT2,chr14,+,73567619,73575658
ACOT4,chr14,+,73591872,73595766
ACOT6,chr14,+,73610944,73619888
DNAL1,chr14,+,73644874,73703732
PNMA1,chr14,-,73711782,73714384
MIDEAS,chr14,-,73715121,73790285
PTGR2,chr14,+,73851830,73885726
ENSG00000258653,chr14,+,73851970,73932278
ZNF410,chr14,+,73886616,73932521
FAM161B,chr14,-,73931500,73950414
COQ6,chr14,+,73949925,73963670
ENTPD5,chr14,-,73958009,74019399
BBOF1,chr14,+,74019348,74082863
ALDH6A1,chr14,-,74056846,74084492
LIN52,chr14,+,74084955,74201493
VSX2,chr14,+,74239448,74262738
ABCD4,chr14,-,74285268,74303055
VRTN,chr14,+,74303068,74360008
SYNDIG1L,chr14,-,74405893,74426210
NPC2,chr14,-,74476191,74494177
ISCA2,chr14,+,74493755,74497106
LTBP2,chr14,-,74498182,74612378
AREL1,chr14,-,74653436,74713117
FCF1,chr14,+,74713143,74738620
YLPM1,chr14,+,74763315,74859435
PROX2,chr14,-,74852870,74876154
DLST,chr14,+,74881890,74903743
RPS6KL1,chr14,-,74903950,74923302
PGF,chr14,-,74941833,74955626
EIF2B2,chr14,+,75002920,75012366
MLH3,chr14,-,75013768,75051532
ACYP1,chr14,-,75053236,75069483
ZC2HC1C,chr14,+,75064108,75119502
NEK9,chr14,-,75079352,75127344
TMED10,chr14,-,75131468,75176612
FOS,chr14,+,75278825,75282230
JDP2,chr14,+,75427715,75474111
BATF,chr14,+,75522454,75546993
FLVCR2,chr14,+,75578619,75663214
TTLL5,chr14,+,75633624,75955079
ERG28,chr14,-,75649790,75660876
IFT43,chr14,+,75902135,76084585
TGFB3,chr14,-,75958096,75983011
GPATCH2L,chr14,+,76151915,76254342
ESRRB,chr14,+,76310711,76501837
VASH1,chr14,+,76761467,76783015
ANGEL1,chr14,-,76786008,76826246
LRRC74A,chr14,+,76826371,76870304
IRF2BPL,chr14,-,77024542,77028708
CIPC,chr14,+,77098125,77117287
ENSG00000259164,chr14,+,77098310,77225462
TMEM63C,chr14,+,77116567,77259495
ZDHHC22,chr14,-,77131269,77142734
NGB,chr14,-,77265482,77271206
POMT2,chr14,-,77274955,77320883
GSTZ1,chr14,+,77320995,77331597
TMED8,chr14,-,77335028,77377094
SAMD15,chr14,+,77376688,77392163
NOXRED1,chr14,-,77394020,77423523
VIPAS39,chr14,-,77426674,77457952
AHSA1,chr14,+,77457869,77469472
ISM2,chr14,-,77474393,77498816
SPTLC2,chr14,-,77505996,77616637
ALKBH1,chr14,-,77672403,77708023
SLIRP,chr14,+,77708070,77761104
SNW1,chr14,-,77717598,77761207
ADCK1,chr14,+,77800108,77935014
NRXN3,chr14,+,78170372,79868291
DIO2,chr14,-,80197525,80387757
CEP128,chr14,-,80476982,80959517
TSHR,chr14,+,80954988,81146306
GTF2A1,chr14,-,81175451,81221377
STON2,chr14,-,81260651,81436465
SEL1L,chr14,-,81471546,81533853
FLRT2,chr14,+,85530143,85654428
GALC,chr14,-,87837819,87993665
GPR65,chr14,+,88005134,88014811
KCNK10,chr14,-,88180102,88326907
SPATA7,chr14,+,88384923,88470350
PTPN21,chr14,-,88465777,88555007
ZC3H14,chr14,+,88562969,88627596
EML5,chr14,-,88612430,88792953
TTC8,chr14,+,88824152,88881078
FOXN3,chr14,-,89124870,89619149
EFCAB11,chr14,-,89794668,89954777
TDP1,chr14,+,89954938,90044764
KCNK13,chr14,+,90061993,90185853
PSMC1,chr14,+,90256526,90275429
NRDE2,chr14,-,90267859,90331969
CALM1,chr14,+,90396501,90408268
TTC7B,chr14,-,90524563,90816479
RPS6KA5,chr14,-,90847860,91060641
DGLUCY,chr14,+,91060332,91225632
GPR68,chr14,-,91232531,91253925
CCDC88C,chr14,-,91271322,91417844
PPP4R3A,chr14,-,91457507,91510554
CATSPERB,chr14,-,91580695,91780707
TC2N,chr14,-,91779745,91867536
FBLN5,chr14,-,91869410,91947987
TRIP11,chr14,-,91965990,92040896
ATXN3,chr14,-,92044495,92106621
NDUFB1,chr14,-,92116121,92121917
CPSF2,chr14,+,92121968,92172145
SLC24A4,chr14,+,92322580,92501481
RIN3,chr14,+,92513780,92688994
LGMN,chr14,-,92703806,92748679
GOLGA5,chr14,+,92794304,92839947
CHGA,chr14,+,92923149,92935285
ITPK1,chr14,-,92936913,93116320
MOAP1,chr14,-,93182198,93184923
TMEM251,chr14,+,93184950,93188463
ENSG00000259066,chr14,+,93184972,93218586
GON7,chr14,-,93202893,93207065
UBR7,chr14,+,93207240,93229215
BTBD7,chr14,-,93237549,93333092
UNC79,chr14,+,93333218,93707876
COX8C,chr14,+,93347181,93348356
PRIMA1,chr14,-,93718297,93788485
FAM181A,chr14,+,93918893,93929608
ASB2,chr14,-,93934165,93976739
CCDC197,chr14,+,93987224,94008863
OTUB2,chr14,+,94026339,94048930
DDX24,chr14,-,94048286,94081202
IFI27L1,chr14,+,94081300,94103846
IFI27,chr14,+,94104835,94116695
IFI27L2,chr14,-,94127778,94130253
PPP4R4,chr14,+,94146127,94279734
SERPINA10,chr14,-,94280459,94293268
SERPINA6,chr14,-,94304247,94323389
SERPINA1,chr14,-,94376746,94390693
SERPINA11,chr14,-,94442463,94452800
SERPINA9,chr14,-,94462716,94479689
SERPINA12,chr14,-,94487273,94517844
SERPINA4,chr14,+,94561441,94569913
SERPINA5,chr14,+,94561441,94593118
ENSG00000273259,chr14,+,94592057,94624646
SERPINA3,chr14,+,94612383,94624055
GSC,chr14,-,94768222,94770113
DICER1,chr14,-,95086227,95158010
CLMN,chr14,-,95181939,95319908
SYNE3,chr14,-,95407265,95516650
GLRX5,chr14,+,95533502,95544724
TCL1B,chr14,+,95686425,95692628
TCL1A,chr14,-,95709946,95714196
TUNAR,chr14,+,95866586,95925663
C14orf132,chr14,+,96039361,96093971
BDKRB2,chr14,+,96204678,96244166
ENSG00000258691,chr14,+,96204843,96263929
BDKRB1,chr14,+,96256209,96268967
ATG2B,chr14,-,96279194,96363341
GSKIP,chr14,+,96363451,96387288
AK7,chr14,+,96392127,96489427
PAPOLA,chr14,+,96501432,96567116
VRK1,chr14,+,96797303,96954846
BCL11B,chr14,-,99169286,99272197
SETD3,chr14,-,99397747,99480889
CCNK,chr14,+,99481168,99535044
CCDC85C,chr14,-,99500189,99604207
HHIPL1,chr14,+,99645128,99680569
CYP46A1,chr14,+,99684297,99727301
EML1,chr14,+,99737692,99942060
EVL,chr14,+,99971448,100144236
DEGS2,chr14,-,100143956,100159645
YY1,chr14,+,100238297,100282788
SLC25A29,chr14,-,100291115,100306547
SLC25A47,chr14,+,100323338,100330421
WARS1,chr14,-,100333789,100376805
WDR25,chr14,+,100376417,100530303
BEGAIN,chr14,-,100537146,100587417
DLK1,chr14,+,100725704,100738224
RTL1,chr14,-,100879752,100903722
DIO3,chr14,+,101561350,101563452
PPP2R5C,chr14,+,101761708,101927989
DYNC1H1,chr14,+,101964572,102056443
HSP90AA1,chr14,-,102080741,102139699
WDR20,chr14,+,102139502,102224847
MOK,chr14,-,102224499,102305190
ZNF839,chr14,+,102317376,102342702
CINP,chr14,-,102341101,102362916
TECPR2,chr14,+,102362940,102502477
ANKRD9,chr14,-,102501766,102509799
RCOR1,chr14,+,102592648,102730561
TRAF3,chr14,+,102777448,102911500
AMN,chr14,+,102922662,102933596
CDC42BPB,chr14,-,102932379,103057549
LBHD2,chr14,+,103084209,103090027
EXOC3L4,chr14,+,103094724,103110559
TNFAIP2,chr14,+,103121475,103137439
EIF5,chr14,+,103333543,103345025
MARK3,chr14,+,103385376,103503831
CKB,chr14,-,103519666,103522833
TRMT61A,chr14,+,103529195,103537073
BAG5,chr14,-,103556544,103562657
KLC1,chr14,+,103561895,103714249
COA8,chr14,+,103562959,103607523
ENSG00000256500,chr14,+,103562961,103685924
XRCC3,chr14,-,103697608,103715504
ZFYVE21,chr14,+,103715729,103733668
PPP1R13B,chr14,-,103733194,103847575
ATP5MJ,chr14,-,103912287,103928269
TDRD9,chr14,+,103928455,104052667
RD3L,chr14,-,103940425,103942561
ASPG,chr14,+,104085685,104115582
KIF26A,chr14,+,104138586,104180894
TMEM179,chr14,-,104474677,104605647
C14orf180,chr14,+,104579763,104590515
INF2,chr14,+,104681145,104722535
ADSS1,chr14,+,104724228,104747325
SIVA1,chr14,+,104753146,104768494
AKT1,chr14,-,104769348,104795751
ZBTB42,chr14,+,104800595,104804712
CEP170B,chr14,+,104865267,104896747
PLD4,chr14,+,104924712,104937761
AHNAK2,chr14,-,104937243,104978374
CLBA1,chr14,+,104985774,105010482
CDCA4,chr14,-,105009572,105021083
GPR132,chr14,-,105049394,105065445
JAG2,chr14,-,105140981,105168824
NUDT14,chr14,-,105172937,105181323
BRF1,chr14,-,105209285,105315589
BTBD6,chr14,+,105248532,105251093
PACS2,chr14,+,105300562,105398147
TEX22,chr14,+,105398537,105450106
MTA1,chr14,+,105419819,105470729
CRIP2,chr14,+,105472961,105480162
CRIP1,chr14,+,105486316,105488947
ENSG00000257341,chr14,+,105487198,105492267
TEDC1,chr14,+,105489854,105499575
TMEM121,chr14,+,105526582,105530202
GOLGA6L6,chr15,-,20531855,20541800
POTEB2,chr15,-,20835371,20866314
POTEB3,chr15,-,21405400,21440499
LINC02203,chr15,+,21552794,21653276
OR4M2B,chr15,+,21637908,21638992
OR4N4C,chr15,+,21651843,21652968
POTEB,chr15,-,21846328,21877735
ENSG00000285472,chr15,+,22015232,22095857
OR4M2,chr15,+,22070240,22083221
OR4N4,chr15,+,22094521,22095472
GOLGA6L22,chr15,+,22459122,22469226
NIPA1,chr15,+,22773062,22829789
NIPA2,chr15,+,22838643,22869362
CYFIP1,chr15,-,22867051,22981063
TUBGCP5,chr15,-,22983191,23039572
GOLGA6L1,chr15,-,23127065,23136822
ENSG00000273756,chr15,-,23324534,23334196
GOLGA8S,chr15,+,23354747,23367231
GOLGA6L2,chr15,-,23439037,23447243
MKRN3,chr15,+,23565673,23630075
MAGEL2,chr15,-,23643548,23647867
NDN,chr15,-,23685399,23687305
NPAP1,chr15,+,24675774,24683393
SNRPN,chr15,+,24823636,24978723
SNURF,chr15,+,24954985,24977850
ENSG00000214265,chr15,+,24955033,25000276
UBE3A,chr15,-,25333727,25439051
ATP10A,chr15,-,25677272,25865184
GABRB3,chr15,-,26543545,26939539
GABRA5,chr15,+,26866910,26949208
GABRG3,chr15,+,26971180,27541984
OCA2,chr15,-,27754874,28099315
HERC2,chr15,-,28111039,28322179
GOLGA6L24P,chr15,-,28347850,28358084
GOLGA8F,chr15,+,28378620,28392021
GOLGA8G,chr15,-,28519610,28533014
GOLGA6L25P,chr15,+,28553567,28563779
GOLGA8M,chr15,-,28698582,28738384
GOLGA6L7,chr15,-,28841831,28848675
APBA2,chr15,+,28884482,29118315
FAM189A1,chr15,-,29120251,29570979
NSMCE3,chr15,-,29264988,29269822
TJP1,chr15,-,29699366,29968915
GOLGA8J,chr15,+,30082954,30096690
GOLGA8T,chr15,+,30135050,30148748
CHRFAM7A,chr15,-,30360565,30393849
GOLGA8R,chr15,-,30400561,30414260
GOLGA8Q,chr15,+,30552049,30565684
GOLGA8H,chr15,+,30604027,30617752
ARHGAP11B,chr15,+,30624493,30649529
ENSG00000284906,chr15,+,30624547,30773002
FAN1,chr15,+,30890558,30943108
MTMR10,chr15,-,30938940,30991628
TRPM1,chr15,-,31001060,31161273
KLF13,chr15,+,31326834,31435665
OTUD7A,chr15,-,31475397,31870789
CHRNA7,chr15,+,31923437,32173018
GOLGA8K,chr15,-,32389598,32403292
GOLGA8O,chr15,-,32441913,32455634
GOLGA8N,chr15,+,32593455,32607310
ARHGAP11A-SCG5,chr15,+,32613859,32697095
ARHGAP11A,chr15,+,32615143,32639941
SCG5,chr15,+,32641675,32697098
GREM1,chr15,+,32718003,32745106
FMN1,chr15,-,32765543,33194714
RYR3,chr15,+,33310961,33866121
AVEN,chr15,-,33858781,34075155
CHRM5,chr15,+,33968496,34067458
EMC7,chr15,-,34084016,34101862
PGBD4,chr15,+,34102082,34108686
KATNBL1,chr15,-,34140673,34210096
EMC4,chr15,+,34225012,34230156
SLC12A6,chr15,-,34229783,34338060
NOP10,chr15,-,34341718,34343136
NUTM1,chr15,+,34343314,34357737
LPCAT4,chr15,-,34358632,34367196
GOLGA8A,chr15,-,34379067,34437808
GOLGA8B,chr15,-,34525094,34588503
GJD2,chr15,-,34751031,34754998
ACTC1,chr15,-,34790229,34795549
AQR,chr15,-,34851781,34969742
ZNF770,chr15,-,34978340,34988287
NANOGP8,chr15,-,35083409,35085295
DPH6,chr15,-,35217344,35546193
CDIN1,chr15,+,36579625,36810248
MEIS2,chr15,-,36889203,37101299
TMCO5A,chr15,+,37921938,37967724
SPRED1,chr15,+,38252835,38357249
FAM98B,chr15,+,38454126,38487710
RASGRP1,chr15,-,38488102,38565575
THBS1,chr15,+,39581078,39599466
FSIP1,chr15,-,39588356,39782841
GPR176,chr15,-,39799007,39920266
EIF2AK4,chr15,+,39934114,40035591
SRP14,chr15,-,40035689,40039181
BMF,chr15,-,40087889,40108892
BUB1B,chr15,+,40161022,40221123
PAK6,chr15,+,40217427,40277487
BUB1B-PAK6,chr15,+,40218499,40264890
PLCB2,chr15,-,40278175,40307935
ANKRD63,chr15,-,40278371,40283064
INAFM2,chr15,+,40323691,40326715
CCDC9B,chr15,-,40331451,40340939
PHGR1,chr15,+,40351032,40356434
DISP2,chr15,+,40358218,40378621
KNSTRN,chr15,+,40382720,40394288
IVD,chr15,+,40405484,40435947
BAHD1,chr15,+,40439720,40468236
CHST14,chr15,+,40470983,40473158
CCDC32,chr15,-,40528682,40565057
RPUSD2,chr15,+,40569298,40574949
KNL1,chr15,+,40594019,40664342
RAD51,chr15,+,40694773,40732340
RMDN3,chr15,-,40735883,40755851
GCHFR,chr15,+,40764067,40767708
DNAJC17,chr15,-,40765160,40807478
C15orf62,chr15,+,40769979,40772449
ZFYVE19,chr15,+,40807085,40815084
PPP1R14D,chr15,-,40815450,40828709
SPINT1,chr15,+,40844017,40858207
RHOV,chr15,-,40872213,40874234
VPS18,chr15,+,40894449,40903975
DLL4,chr15,+,40929339,40939073
CHAC1,chr15,+,40952961,40956512
INO80,chr15,-,40978879,41116280
EXD1,chr15,-,41182724,41230757
CHP1,chr15,+,41230838,41281887
ENSG00000285920,chr15,+,41284006,41380996
OIP5,chr15,-,41309272,41332591
NUSAP1,chr15,+,41320793,41381050
NDUFAF1,chr15,-,41387217,41409403
RTF1,chr15,+,41408407,41483563
ITPKA,chr15,+,41493392,41503551
LTK,chr15,-,41503636,41513887
RPAP1,chr15,-,41517175,41544269
TYRO3,chr15,+,41557674,41583589
MGA,chr15,+,41621133,41773081
MAPKBP1,chr15,+,41774433,41827855
JMJD7,chr15,+,41828091,41837581
JMJD7-PLA2G4B,chr15,+,41828094,41848155
PLA2G4B,chr15,+,41837774,41848147
SPTBN5,chr15,-,41848145,41894053
EHD4,chr15,-,41895932,41972557
PLA2G4E,chr15,-,41981393,42051190
PLA2G4D,chr15,-,42067008,42094562
PLA2G4F,chr15,-,42139033,42156636
VPS39,chr15,-,42158700,42208307
TMEM87A,chr15,-,42210446,42273584
GANC,chr15,+,42273200,42353666
ENSG00000258461,chr15,+,42348102,42412317
CAPN3,chr15,+,42359497,42412949
ZNF106,chr15,-,42412822,42491141
SNAP23,chr15,+,42491232,42545356
ENSG00000285942,chr15,-,42497394,42548786
LRRC57,chr15,-,42537819,42548802
HAUS2,chr15,+,42548827,42569994
STARD9,chr15,+,42575605,42720998
CDAN1,chr15,-,42723543,42737128
TTBK2,chr15,-,42738729,42920809
UBR1,chr15,-,42942896,43106113
TMEM62,chr15,+,43123278,43185144
CCNDBP1,chr15,+,43185117,43197177
EPB42,chr15,-,43197226,43221018
TGM5,chr15,-,43232589,43266928
TGM7,chr15,-,43276270,43302255
LCMT2,chr15,-,43323648,43330582
ADAL,chr15,+,43330671,43354569
ZSCAN29,chr15,-,43358171,43371043
TUBGCP4,chr15,+,43369220,43409771
TP53BP1,chr15,-,43403060,43510728
MAP1A,chr15,+,43510957,43531620
PPIP5K1,chr15,-,43533461,43590208
