,length,mean [acc],"('lssi', 'full') [acc]","('spliceai-400', 'full') [acc]","('spliceai-10k', 'full') [acc]","('spliceai-400', 'wbl') [acc]","('spliceai-10k', 'wbl') [acc]","('spliceai-400', 'tos') [acc]","('spliceai-10k', 'tos') [acc]","('AM', 'full') [acc]","('FM', 'full') [acc]","('AM', 'wbl') [acc]","('FM', 'wbl') [acc]","('AM', 'tos') [acc]","('FM', 'tos') [acc]",mean [mean score],"('lssi', 'full') [mean score]","('spliceai-400', 'full') [mean score]","('spliceai-10k', 'full') [mean score]","('spliceai-400', 'wbl') [mean score]","('spliceai-10k', 'wbl') [mean score]","('spliceai-400', 'tos') [mean score]","('spliceai-10k', 'tos') [mean score]","('AM', 'full') [mean score]","('FM', 'full') [mean score]","('AM', 'wbl') [mean score]","('FM', 'wbl') [mean score]","('AM', 'tos') [mean score]","('FM', 'tos') [mean score]"
C1orf123,6519,0.8131868131868132,0.21428571428571427,1.0,1.0,1.0,1.0,0.7142857142857143,0.7142857142857143,0.7857142857142857,0.8571428571428571,0.7857142857142857,0.7142857142857143,1.0,0.7857142857142857,1.9105325189575906,0.7872252557524951,3.872181651934143,3.6344943412137063,1.7695684018314282,1.5849770828365808,0.9889819359897197,2.119867036625101,2.202077852976029,1.78296734611493,1.8644406134939715,1.3386444438338465,1.83799823796887,1.0534985458778563
DIO1,16900,0.5512820512820512,0.3333333333333333,0.5,1.0,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.5,0.5,0.5,0.5,0.5,0.3333333333333333,1.2562369585459232,0.796794970889145,1.911179992190976,3.046842951874677,1.1867653057192986,1.4119780363949117,0.7814585842449402,0.9412563552033771,1.386734474570875,1.2969587038500603,1.3188287203661189,0.856489061265457,0.9865447102299484,0.4092485942972175
LRRC42,22092,0.6634615384615384,0.1875,0.875,0.875,0.75,1.0,0.5,0.625,0.8125,0.6875,0.5625,0.8125,0.5625,0.375,1.6711648887084278,0.7338731947181004,3.7983478145393526,3.1905589606343185,1.4316833323167004,1.5937523356743086,0.6195569910069714,1.8996596491317794,2.149144469370666,1.6666479991043905,1.621850772585188,1.4771207626351603,1.0339643922079096,0.5089828792847145
LDLRAD1,9298,0.776923076923077,0.4,0.8,0.7,0.7,0.7,0.7,0.6,1.0,0.9,0.9,0.9,1.0,0.8,1.7754006323186262,1.1120630752448855,2.6729974087142923,2.340747387947496,1.2934870155176694,1.2859603312667054,0.7977679629028505,1.7184263024947781,2.691983589075474,2.093561603610514,2.4728162838640815,1.6143225011095474,1.8527851419540973,1.1332896164397517
MRPL37,18217,0.6666666666666666,0.25,0.6666666666666666,1.0,0.6666666666666666,0.9166666666666666,0.6666666666666666,0.5833333333333334,0.9166666666666666,0.6666666666666666,0.5833333333333334,0.4166666666666667,0.8333333333333334,0.5,1.5983285027296905,0.6874475681832157,3.124095588237528,3.44788929753766,1.3469367671235908,1.476918067218455,0.7745279314998874,1.5665746763342503,2.287219016584533,1.2704010362799896,1.7022285447232655,0.9035354182486901,1.5473511223762417,0.6431455011386691
TTC4,26836,0.688034188034188,0.2777777777777778,0.8888888888888888,0.9444444444444444,0.8888888888888888,0.8888888888888888,0.4444444444444444,0.4444444444444444,1.0,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.3888888888888889,1.6452838744205178,0.6880457082723946,3.604170444123681,3.4074480826743123,1.487160326107413,1.4486234129567874,0.5696443184909975,1.2596090289463096,2.5717565228049,1.548096304140382,1.939307945362556,1.3937333767973512,0.9727599910710452,0.4983349057186033
PARS2,7617,0.8461538461538461,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.993788858711921,0.7003934640226062,4.442735221574926,3.532680742889357,1.8140366597813455,1.5943362568396902,1.0084645175737796,2.7914544781013824,2.7193960026192094,2.174473996263923,1.9936185824327097,0.7403424374138918,1.8570028103989764,0.5503199933431758
TTC22,16648,0.7461538461538463,0.4,0.9,1.0,0.9,0.9,0.8,0.7,0.8,0.7,0.7,0.8,0.5,0.6,1.7773987478355038,0.8256567068973709,4.078717528001493,3.382993432412042,1.5828893678036065,1.4249540474161413,1.030241884493464,1.624034275360993,2.099137064640264,1.5975385908927076,2.382266640492092,1.3156232999302364,0.9286738657941068,0.8334570177270317
LEXM,36190,0.7192307692307692,0.3,0.8,0.8,0.85,0.8,0.6,0.65,0.75,0.9,0.75,0.85,0.7,0.6,1.7077665974638943,0.8151505665068447,3.435340426838908,2.935224645626689,1.505883102453847,1.3090552516442542,0.7297931035346699,1.6758916903191494,2.1504326538468095,1.899276075950016,2.2032683501560295,1.4523342235446983,1.2826572728982586,0.8066584037104481
DHCR24,37586,0.8365384615384616,0.4375,0.9375,1.0,1.0,0.9375,0.875,0.9375,0.9375,0.6875,0.9375,0.875,0.75,0.5625,2.0658980801116296,1.1344244552688343,4.502980796342113,3.66085946924111,1.795443299391704,1.535906578733351,1.0303254537566375,2.6864182804831174,2.457327033641584,1.6486167301682149,2.768478669074324,1.4008980456080513,1.3744813584773035,0.8605148712648389
TMEM61,11502,0.9423076923076923,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,2.2236792433717354,1.4765113058300967,4.057757066130746,3.5084862471918035,1.785655734108062,1.5963551571237504,1.1724992147955686,2.808203720961285,2.6491992858505,2.459172631631211,3.2989279606265693,1.6189800788083193,1.358859658447901,1.1172221023267421
BSND,11951,0.8461538461538461,0.6666666666666666,0.8333333333333334,1.0,0.8333333333333334,1.0,0.8333333333333334,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.8333333333333334,2.0633539811703687,1.6072321736788213,3.9427777022381574,3.421129771342564,1.5414997483690314,1.5950284946322257,1.0951395911350041,2.4402217674005438,2.37237787002521,2.210455609243692,2.7677845349889076,1.2701536880045865,1.4767692607856855,1.0830315433703637
PCSK9,25305,0.7482517482517482,0.3181818181818182,0.9545454545454546,1.0,0.8181818181818182,0.9545454545454546,0.8181818181818182,0.7727272727272727,0.8181818181818182,0.7727272727272727,0.8181818181818182,0.6363636363636364,0.6363636363636364,0.4090909090909091,1.8276080487501267,0.8925181799941019,3.909489541892658,3.6568825286045383,1.5552336015914228,1.5257754346131505,0.9591827207685946,2.042994168559192,2.329689271252437,1.7124232229416734,2.198865653196316,1.1876387753028275,1.2042950181963794,0.5839165168383574
C1orf87,83377,0.6538461538461537,0.18181818181818182,0.8636363636363636,1.0,0.9090909090909091,0.9545454545454546,0.6363636363636364,0.45454545454545453,0.8636363636363636,0.5454545454545454,0.5909090909090909,0.5909090909090909,0.6818181818181818,0.22727272727272727,1.5744927978058643,0.5487654835232202,3.73453670183724,3.402176661546936,1.6056729872590743,1.5371152972781772,0.7731268127455682,1.1677679044447182,2.0816150338037342,1.4698861546080573,1.4965120842961532,1.018458186861398,1.2581384290265876,0.37463463424537213
L1TD1,17498,0.6794871794871794,0.5,0.8333333333333334,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.6031138038377546,1.1445050659422442,3.130016947465649,3.4843384640688924,1.5012014683582056,1.3504730458037637,0.9766744916969747,1.2638746361596598,1.918923828916836,1.2314747151313543,2.0857426972547404,0.675091224986053,1.224565183872646,0.8535976802337885
ALG6,70973,0.41208791208791207,0.17857142857142858,0.75,0.75,0.5714285714285714,0.5714285714285714,0.32142857142857145,0.2857142857142857,0.4642857142857143,0.5,0.32142857142857145,0.21428571428571427,0.17857142857142858,0.25,1.0397866739441584,0.705831981224331,2.614905582855704,2.509919064231856,1.0533142021998407,0.9321738029327812,0.41263061502783505,0.8617157784646297,1.1298610682807826,1.1372974790586605,0.799521728121746,0.6840259801564141,0.33132226200316023,0.3447072167163143
EFCAB7,49304,0.5650887573964497,0.15384615384615385,0.8846153846153846,1.0,0.6538461538461539,0.8461538461538461,0.38461538461538464,0.4230769230769231,0.7307692307692307,0.46153846153846156,0.5384615384615384,0.46153846153846156,0.5,0.3076923076923077,1.4092354861767702,0.4958912946813739,3.7480661425071915,3.532848856251069,1.2364911951185253,1.365021776812358,0.4855103415695943,1.1080178916945211,1.6669693438392241,1.130713012615037,1.3469002157574492,0.8861562053211407,0.8948278438559581,0.42264720027457126
INSL5,3516,0.8846153846153846,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0993192414786246,0.7252516531072424,4.301369318245923,3.665258750842732,1.7329669214394348,1.597096314288069,0.9107313916513903,2.8082030233014517,2.502194832531288,2.5796840556199303,1.5472584285197972,1.7716693422364846,1.8579512348868528,1.2915148725515295
HHLA3,13107,0.4230769230769231,0.0,0.5,1.0,0.5,0.25,0.25,0.0,0.75,0.5,0.5,1.0,0.25,0.0,1.0579119894921345,0.2716195972361176,2.2196391524728525,2.988371210716831,0.902452267886314,0.5272087660263362,0.3201967472835868,2.1163518419406815e-07,1.6981467973117246,1.3053494093392886,1.4539010611115546,1.4774436989304784,0.5029627854958114,0.08556415795166726
CTH,28299,0.7272727272727273,0.22727272727272727,0.9090909090909091,0.9090909090909091,0.8636363636363636,0.9545454545454546,0.5454545454545454,0.5454545454545454,1.0,0.8636363636363636,0.6818181818181818,0.8181818181818182,0.6363636363636364,0.5,1.7671424078404148,0.699094956909787,3.968686955957369,3.3164180838265547,1.5575694082295222,1.493681838414504,0.6674327836505198,1.6015828848291342,2.740038732635383,1.805177858790187,1.8348049917937528,1.4326871359665572,1.1283968057756626,0.7272788651464591
ZRANB2,18007,0.6581196581196581,0.2222222222222222,0.8888888888888888,0.8888888888888888,0.7222222222222222,0.9444444444444444,0.5555555555555556,0.6666666666666666,1.0,0.7222222222222222,0.6666666666666666,0.6111111111111112,0.5555555555555556,0.1111111111111111,1.631557763706785,0.48648030060880376,3.9057666734390586,3.1434207476609064,1.321130847097922,1.4895143626579115,0.7387427662047955,1.6766516809881498,2.7598137322474825,1.4790409285695068,1.9044961816631063,1.0655352716426878,1.0550753290431014,0.18458210636477376
FPGT,9023,0.6410256410256407,0.0,1.0,1.0,0.8333333333333334,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.8333333333333334,0.3333333333333333,0.5,0.16666666666666666,1.7068641294921367,0.394593222266071,4.500330314065334,3.6511341080400173,1.4936309577154114,1.5704989491389034,0.7617343558139562,1.8329374715078657,2.827972104254007,0.7205486841597786,2.2757484679233664,0.9415513848147549,0.9316968729804049,0.2868567907179094
TYW3,33519,0.7692307692307693,0.4,1.0,1.0,1.0,1.0,0.5,0.8,1.0,0.7,0.8,0.8,0.6,0.4,1.9050394443065886,0.687343119341034,4.603885709053616,3.627907327306083,1.8054994287517512,1.592827769216197,0.5881696337610698,2.208814939050456,2.587251021749506,1.8401726474211622,2.036673305641126,1.4121880685378867,1.1283448151215878,0.6464349910341775
ASB17,13559,0.7307692307692307,0.5,1.0,1.0,0.75,1.0,0.25,0.5,0.75,0.75,0.75,1.0,0.5,0.75,1.5138427856062533,0.9519055300093601,2.520766131084342,3.625424430054071,1.0089452220589088,1.39659372631864,0.29525288778655073,0.9699685601501725,2.088721950594215,1.717343056919996,1.599690188745935,1.4702650702269109,1.1174462056298449,0.9176332533023497
RPF1,18524,0.7259615384615384,0.3125,0.9375,1.0,0.875,1.0,0.5,0.3125,0.9375,0.9375,0.75,0.6875,0.6875,0.5,1.7972099664613406,0.6786547641698685,4.234774422644853,3.6617755981482656,1.629328757766243,1.5943019971562449,0.6505401014866116,0.8691808558993476,2.7079093216376036,1.891584489982851,2.1127583766170486,1.3563708608195852,1.2064595606497706,0.7700904570191363
CTBS,24859,0.6474358974358974,0.25,1.0,0.9166666666666666,0.8333333333333334,1.0,0.5,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.5833333333333334,0.5,0.5833333333333334,0.4166666666666667,1.5871148582540744,0.6432698923319701,3.952243555366088,3.350250959805219,1.4516363915712385,1.5679508310154657,0.6502853486492319,0.7996542091084047,2.430375203789721,1.4421723570961413,1.52764181091844,1.1111073751264027,1.0447773783243228,0.6611278442003256
SSX2IP,46839,0.5769230769230769,0.07692307692307693,0.8076923076923077,0.9230769230769231,0.6153846153846154,0.8461538461538461,0.38461538461538464,0.4230769230769231,0.7307692307692307,0.6153846153846154,0.5384615384615384,0.6153846153846154,0.6538461538461539,0.2692307692307692,1.4163738240738124,0.46210806593633913,3.235456562798033,3.319905174367665,1.1022436592599247,1.3392050253567716,0.4972647159397117,1.1080632976621694,2.040227143661108,1.2998544716399287,1.4142658806164337,1.08497140583563,1.1531065636299422,0.3561877462559023
BCL10,10843,0.8846153846153846,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.75,1.0,0.5,0.75,2.0015755153399373,1.2800890677844388,3.870316512272817,3.6524237512910496,1.5191887869374134,1.5966165723819556,1.1525559845139082,2.710599312278135,2.0754948312597894,2.4365698804236238,2.2036648401909944,1.6812690780554107,0.9087473129029787,0.932945769126667
ZNHIT6,55611,0.7222222222222222,0.2222222222222222,1.0,1.0,0.8888888888888888,1.0,0.5,0.6111111111111112,0.9444444444444444,0.8333333333333334,0.6111111111111112,0.7777777777777778,0.6111111111111112,0.3888888888888889,1.758970041132641,0.6044298506084935,4.192176333553743,3.6632887720563687,1.5690811862725065,1.5907461319924034,0.6482769956603287,1.759583289528125,2.4703165068529875,1.814451741377263,1.5593495486384188,1.3542618928291532,1.1435079391162155,0.4971403462383271
SEP15,51921,0.6923076923076923,0.25,0.875,0.75,1.0,0.75,0.375,0.75,1.0,0.875,0.625,0.75,0.75,0.25,1.6784881087622905,0.7144929954998288,4.2385381807370575,2.597097548886339,1.6838971756921193,1.3215423305798217,0.5418282574014766,1.8726563573165333,2.530022234751762,1.984491601021761,1.3771834591716736,1.2569571675934268,1.3677396664069073,0.33389843885107034
GTF2B,38687,0.8012820512820513,0.16666666666666666,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,1.0,0.5833333333333334,0.8333333333333334,0.8333333333333334,1.0,0.5,1.9153243225516738,0.5932504682541596,4.563283979125395,3.6661643884430304,1.7408595439571828,1.5953437419095964,0.97613334412494,1.670283757744886,2.772166390054872,1.4530600393964752,2.0744137895126777,1.272186456679441,1.8528216442605545,0.6692486497085466
CDC7,24872,0.5349650349650349,0.22727272727272727,0.6818181818181818,0.8636363636363636,0.5909090909090909,0.7272727272727273,0.2727272727272727,0.45454545454545453,0.8181818181818182,0.7272727272727273,0.45454545454545453,0.5909090909090909,0.36363636363636365,0.18181818181818182,1.349717937000977,0.6445986986336499,3.026710359225612,3.0821081779657273,1.1127031858077736,1.240488447596686,0.3308274223429936,0.9968929889803988,2.140928046111164,1.5254840385076294,1.2454990608203884,1.141330977083315,0.6862701100667065,0.37249166787065774
BTBD8,67501,0.6923076923076923,0.25,1.0,1.0,0.8125,1.0,0.1875,0.5,0.875,0.875,0.6875,0.75,0.6875,0.375,1.7450660898494244,0.7038802486480024,3.9655971967048336,3.654865322518043,1.4221490686257483,1.5921320975668918,0.39392699183830426,1.4616889264241992,2.3649870069507863,2.001035944804359,1.7598072400872633,1.4398438324118268,1.3485300975892411,0.577415193873015
KIAA1107,17672,0.7115384615384616,0.25,1.0,1.0,0.9375,1.0,0.5625,0.625,0.9375,0.8125,0.625,0.5625,0.4375,0.5,1.7435105442596432,0.5031582834371345,4.609609756731646,3.6589522043499443,1.66930177775654,1.574954307979355,0.6935369797345128,1.7674837512739061,2.3961765781328364,1.6743730019475294,1.525123880080677,1.0518631505279752,0.8450746661056165,0.6960287373176891
C1orf146,27874,0.43846153846153857,0.3,0.8,1.0,0.3,0.6,0.1,0.2,0.6,0.3,0.4,0.4,0.5,0.2,1.0391251964346755,0.5530765128762922,2.646285882686496,3.1767731495376514,0.5902965312334835,0.9529466499599089,0.11837713103856717,0.5014001725399057,1.3575071258315599,0.7742829447328626,0.850629379073745,0.7910684280060204,0.9166381806934878,0.27934546544080197
GLMN,52575,0.6025641025641026,0.3333333333333333,0.8333333333333334,0.9166666666666666,0.6944444444444444,0.7777777777777778,0.25,0.3055555555555556,0.8888888888888888,0.75,0.6944444444444444,0.5833333333333334,0.6666666666666666,0.1388888888888889,1.4901109065522413,0.6920776788126209,3.6061990423779466,3.2519409312818985,1.2380926708325342,1.28672789432197,0.3970208871641744,0.7576063577120351,2.2479536687966193,1.7566039001753495,1.6388094139426317,1.0809089323342158,1.2362649130078616,0.1812354944192807
RPL5,9900,0.7417582417582417,0.5,1.0,1.0,1.0,1.0,0.35714285714285715,0.5714285714285714,1.0,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.5,0.42857142857142855,1.8585862295137625,0.8395829049109952,4.597768938522573,3.6653656358939046,1.70508773328128,1.5961483566519692,0.568190029503787,1.5754886730722204,2.722601497692047,1.6552871839877954,2.5505210006744363,1.1720719592179785,0.9124367267855055,0.6010703434844222
DR1,23611,0.7692307692307693,0.5,1.0,1.0,0.75,1.0,0.75,0.75,1.0,0.75,0.75,0.75,0.75,0.25,1.9470426602316901,0.820807642084871,4.621962565338714,3.6442612616112946,1.3689988928569123,1.596924034566129,0.8877677545312542,1.743578164712888,2.8952801869534577,2.149322628938916,2.3835498706435376,1.5132419267214134,1.3597450582892547,0.32611459576332763
DNTTIP2,12924,0.8205128205128205,0.16666666666666666,1.0,1.0,1.0,1.0,0.75,0.8333333333333334,1.0,1.0,0.9166666666666666,0.8333333333333334,0.6666666666666666,0.5,2.0934594465725462,0.7183903869674054,4.748618876521664,3.6676438772676594,1.799662169422813,1.5925241230861114,0.9030890605813838,2.347928723841855,2.918453072589937,2.4827058582235275,2.4116235944142095,1.5890077861940328,1.3130006793627453,0.7223245969697544
F3,12576,0.7615384615384616,0.3,0.9,1.0,1.0,1.0,0.7,1.0,1.0,0.6,0.9,0.5,0.5,0.5,1.9478968055730954,0.9931492412996548,4.169297306298972,3.660266748932288,1.749285549013407,1.5963944345529841,0.8211990509330496,2.7018866288384507,2.6643245233745114,1.6770685165106873,2.5884596782429314,1.050069250906805,0.9925504841717736,0.6587070593747282
ALG14,98539,0.8589743589743588,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.6666666666666666,1.9995661400373224,1.4041814016901186,4.3949613467699065,3.5380309417550104,1.81495414346029,1.5813378098058697,0.7979937264777958,2.8043745848162978,2.487841478711668,1.9322280940726857,1.6465882848734064,1.2185102894880127,1.5256168455099246,0.8477408730542026
RWDD3,13071,0.4230769230769231,0.16666666666666666,0.6666666666666666,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.5,0.5,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.9871466846386567,0.3818350456937421,2.2206444025723235,2.705899905369819,0.7633098401492994,1.0814441861218222,0.5853075680163353,0.9167223471571254,0.92997438117774,0.8289703014512714,1.1693277572486362,0.7221463094143378,0.3356118987201589,0.19171295720992676
PLPPR5,113922,0.7615384615384616,0.4,0.8,0.9,0.7,1.0,0.5,0.8,0.9,0.8,0.8,0.8,0.8,0.7,1.8742273822935518,1.0669122092602576,3.4648503626418075,3.3199486202696376,1.3294951336921046,1.5633592894408743,0.6503782785700076,2.0333357282552966,2.580434043645253,2.026541072785183,2.466584898315888,1.450805286803926,1.5092940229787604,0.9030170231571752
FRRS1,57091,0.5841346153846154,0.34375,0.8125,0.84375,0.625,0.8125,0.3125,0.4375,0.84375,0.75,0.53125,0.65625,0.34375,0.28125,1.428968165015174,0.7242512451537901,3.2932551611798795,3.0043726603410295,1.1670810815827042,1.2820857290043224,0.4654256738841014,1.3104792447016131,2.1083056939335503,1.6973586811877373,1.2915690102656212,1.1367219329701426,0.6585744599255892,0.4371055710671782
AGL,73937,0.5722610722610721,0.18181818181818182,0.7878787878787878,0.9696969696969697,0.6515151515151515,0.9242424242424242,0.2878787878787879,0.3939393939393939,0.7878787878787878,0.7424242424242424,0.5,0.5757575757575758,0.42424242424242425,0.21212121212121213,1.4465781762780288,0.5542292576980277,3.371742056784626,3.4468881132229807,1.2139804880685534,1.4609526255245653,0.3842319992810587,1.1112308064158456,2.169459411077764,1.645942873365416,1.3422831611781347,1.0501352601988567,0.7592261771446003,0.2952140616539439
SASS6,49393,0.6394230769230769,0.25,0.96875,1.0,0.8125,0.9375,0.3125,0.40625,0.9375,0.75,0.65625,0.5625,0.3125,0.40625,1.5973780367834582,0.6859732341805248,4.117934420545259,3.6153332182927773,1.5042218676286772,1.4832041007798238,0.44725782166309114,1.0091336799594086,2.4330966602104844,1.6437358383162541,1.6751019168492363,1.0673173194554768,0.5656772596715065,0.5179271406324385
TRMT13,17335,0.5961538461538461,0.15,0.95,0.95,0.7,0.9,0.2,0.35,0.85,0.7,0.6,0.7,0.4,0.3,1.5102301174203998,0.5166141497047734,4.023714446667336,3.3164844422294992,1.3072286857192388,1.3808950559404092,0.3123149755848477,0.838482682364081,2.39949573137505,1.4699161468910067,1.5847540349710294,1.2367327830495314,0.7380229521012791,0.5083354398671156
GPR88,3882,0.7692307692307693,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.5367591120884205,0.7659682897545932,2.255503827040628,2.799062906592577,1.6585034928205715,1.494165783432779,1.172209330262345,1.5163895551834652,2.169337790827875,1.7564155249608087,1.368631128029782,1.3519945229304673,1.0024106306021168,0.6672756747114559
DPH5,35710,0.6538461538461539,0.07142857142857142,0.9285714285714286,0.8571428571428571,0.8571428571428571,0.9285714285714286,0.35714285714285715,0.5,0.7857142857142857,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.5,0.42857142857142855,1.5122340803474281,0.4403961471545577,3.523565279046955,2.833352050602914,1.537499000203726,1.4784833873108254,0.499750249197607,1.2803390616623802,2.1728819036297256,1.4474200333010168,1.5471379162003653,1.3496104870532617,0.945319965781754,0.6032875633714764
HENMT1,12833,0.6098901098901099,0.21428571428571427,0.8571428571428571,0.9285714285714286,0.7142857142857143,0.8571428571428571,0.35714285714285715,0.5,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.21428571428571427,0.42857142857142855,1.5068476598104417,0.6264316415660609,3.408797031497543,3.067440082099807,1.289801332386243,1.2983942924851182,0.43099507044874735,1.2381326353903253,2.1296365308226384,1.78808721024198,1.8180708055178083,1.3276491856893955,0.5398583779205198,0.6257253814695523
PRPF38B,9481,0.8076923076923077,0.3,1.0,1.0,0.9,1.0,0.7,0.9,1.0,0.9,0.8,0.7,0.8,0.5,2.005794691573867,0.818428987519036,4.708931863186711,3.663316017734253,1.6432067562208919,1.5924354582528741,0.9156998414798592,2.6128675335598124,2.755749922709911,1.821430214568299,2.1807284618086946,1.2214730897221409,1.470597582533008,0.6704652611647788
FNDC7,30084,0.4294871794871795,0.20833333333333334,0.5833333333333334,0.9166666666666666,0.4583333333333333,0.7083333333333334,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.375,0.5,0.375,0.4166666666666667,0.20833333333333334,1.0422276801566925,0.6521551541234576,2.1604369636544565,2.9696706176612024,0.8725520337243496,1.146387326261167,0.2593649207323565,0.8717584120699294,0.9168619835441078,0.8099383099433739,1.1009207322537762,0.7044897051274104,0.8090291862039701,0.2753944967374451
AKNAD1,41197,0.4564102564102565,0.16666666666666666,0.8,0.8333333333333334,0.5666666666666667,0.6333333333333333,0.4666666666666667,0.3333333333333333,0.5666666666666667,0.43333333333333335,0.4,0.23333333333333334,0.3,0.2,1.0991868038600705,0.49873090601252784,2.689263517342793,2.618666336433212,1.091831674385762,1.0604856339880082,0.5717423088532041,0.811339032358657,1.4042869435530927,0.9390097351216063,1.066305389183498,0.6538389612074764,0.5901171937137468,0.2938108180273302
CLCC1,33950,0.5454545454545454,0.18181818181818182,0.9090909090909091,1.0,0.7727272727272727,0.8181818181818182,0.3181818181818182,0.2727272727272727,0.7272727272727273,0.5909090909090909,0.45454545454545453,0.3181818181818182,0.5,0.22727272727272727,1.3834929446464819,0.5288554443912408,3.7152630181625383,3.4657209831476976,1.3758136027541794,1.276170145879292,0.4197692278267293,0.9495484905356428,1.9356892704660018,1.2847881386411528,1.171113089379274,0.6996554037042898,0.8619635244462335,0.3010579410699867
TAF13,11863,0.846153846153846,0.3333333333333333,1.0,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,1.0,0.8333333333333334,1.0,0.6666666666666666,1.0,0.5,2.1035899552175183,0.8317906300023433,4.734463082829553,3.668779998791622,1.814410285853814,1.5966654193472074,0.974537893237798,2.0455042910089065,2.864951040264142,1.970533135985004,3.024588751557269,1.3647159650948957,1.856022073597334,0.5997068502578488
TMEM167B,7132,0.5,0.25,0.75,1.0,0.75,0.75,0.5,0.75,0.25,0.25,0.75,0.0,0.25,0.25,1.1716547712200307,0.7452563693638891,3.2345726186734245,2.4232615749072894,1.3494915249964872,1.0990757633685992,0.5993084107547622,1.8919202859444604,0.4920570457297038,0.6142733499683434,1.7931037012279982,0.1125947812806819,0.5313559673603058,0.3452406322844552
C1orf194,6805,0.6923076923076923,0.25,1.0,1.0,1.0,1.0,0.75,0.5,1.0,0.5,0.625,0.5,0.75,0.125,1.6851135632369159,0.6755199513534806,4.239087836760653,3.4506605911687345,1.7756440959856432,1.5965100916641246,0.9490684744013222,1.4421618143921702,2.4844729178786564,0.9776417422615287,1.561446767265986,1.0638308753609804,1.4105010057503249,0.2799301578362962
PSRC1,3570,0.5659340659340659,0.21428571428571427,0.6428571428571429,0.8571428571428571,0.6428571428571429,0.7142857142857143,0.5,0.5714285714285714,0.7857142857142857,0.2857142857142857,0.6428571428571429,0.5,0.7142857142857143,0.2857142857142857,1.3388115338627586,0.6495535837169841,2.454315401221005,2.895823595069101,1.1040001122692222,1.133023111282018,0.6528738306916788,1.4878902430172827,1.9839525675233776,0.7636244579290594,1.5810854663968108,0.8827855106507906,1.3385926816467637,0.4770293788017672
PSMA5,27321,0.7788461538461539,0.25,1.0,1.0,1.0,0.9375,0.9375,0.5625,1.0,0.875,0.75,0.6875,0.6875,0.4375,1.8510317092673,0.6969282219895734,4.364941956978899,3.625815415530938,1.7088607167860626,1.5317590108639068,1.095277915086894,1.524894836940336,2.6016268799575073,1.825170474200359,1.8612836850292047,1.3155380037323416,1.3358415990802888,0.5754735042985915
CSF1,20360,0.8605769230769231,0.6875,0.875,1.0,0.9375,1.0,0.75,0.8125,0.8125,0.875,1.0,0.8125,0.875,0.75,1.9374824927715113,1.379697495753776,3.5073514179346916,3.348995561048436,1.6870812088645808,1.555227261829019,0.9202500794836727,2.125526375383369,2.086512555409022,1.65433073136448,2.8473608537793336,1.5269950241096855,1.5251096375939805,1.0228342034755997
LAMTOR5,6456,0.6282051282051282,0.5,1.0,1.0,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.3333333333333333,0.5,1.5335542694504671,0.9576280797716468,3.58270994143115,3.6505997161879677,1.3305024746055651,1.4295276048077004,0.7814609813954476,1.3757447400164615,1.0272863323091703,1.7870373886524333,1.0698746107434178,1.476935202351554,0.604721925612174,0.8621765049713842
LRIF1,16895,0.5897435897435898,0.5,1.0,1.0,0.6666666666666666,0.8333333333333334,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,0.5,0.16666666666666666,1.4164940329067344,0.7707042749070947,3.3499047624706275,3.64287894313622,1.0846325588027919,1.3882273443320112,0.5853475873444894,0.9360765699755794,1.7490361231319091,1.4932370226341767,1.333625255541541,0.9189249366632581,0.9135016379542549,0.24832541089359317
